index,text,score,fold,entropy
4564,"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched . ",1,0,0.6887821992550938
4565,"a bilingual charmer , just like the woman who inspired it",1,0,0.6054470208221311
4566,"blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in kieran culkin a pitch-perfect holden . ",1,0,0.4790002723341404
4569,"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream . ",1,0,0.6278381896993859
4570,"[it] has the feel of a summer popcorn movie . nothing too deep or substantial . explosions , jokes , and sexual innuendoes abound . ",1,0,0.4680350946356757
4572," . . . a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels . ",1,0,0.6917175598649175
4573,"assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong's versatile stanley kwan . ",1,0,0.6473357111515482
4574,"delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity . ",1,0,0.6129610699207797
4575,a surprisingly sweet and gentle comedy . ,1,0,0.5596069760269211
4576,"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life . ",1,0,0.6929605711604032
4577,"it's not particularly well made , but since i found myself howling more than cringing , i'd say the film works . ",1,0,0.6920185056554806
4578,but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks . ,1,0,0.5967343395256626
4579,"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see . ",1,0,0.663191450090593
4580,"ryosuke has created a wry , winning , if languidly paced , meditation on the meaning and value of family . ",1,0,0.6775208111926982
4582,you may feel compelled to watch the film twice or pick up a book on the subject . ,1,0,0.6638135636560566
4583,often shocking but ultimately worthwhile exploration of motherhood and desperate mothers . ,1,0,0.5782922531890873
4584,"a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director's understanding of the expressive power of the camera . ",1,0,0.5571981693544193
4586,"taken outside the context of the current political climate ( see : terrorists are more evil than ever ! ) , the sum of all fears is simply a well-made and satisfying thriller . ",1,0,0.6921399793587315
4589,one of the most splendid entertainments to emerge from the french film industry in years . ,1,0,0.6923153021276618
4591,"for almost the first two-thirds of martin scorsese's 168-minute gangs of new york , i was entranced . ",1,0,0.5684029659376165
4593,one of the most slyly exquisite anti-adult movies ever made . ,1,0,0.6911441472271227
4595,"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while . before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway . ",1,0,0.6659329801461078
4598,"disney aficionados will notice distinct parallels between this story and the 1971 musical "" bedknobs and broomsticks , "" which also dealt with british children rediscovering the power of fantasy during wartime . ",1,0,0.689930027000794
4601,"it's a rollicking adventure for you and all your mateys , regardless of their ages . ",1,0,0.6881855864678357
4602,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . ",1,0,0.2842536369171232
4608, . . . either you're willing to go with this claustrophobic concept or you're not . ,1,0,0.6811906034550193
4612,contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii,1,0,0.693094168151374
4613,"a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . ",1,0,0.46919438234708166
4614,"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them . ",1,0,0.6921898947033782
4616,late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love . ,1,0,0.6819982492584065
4620,"it's never laugh-out-loud funny , but it is frequently amusing . ",1,0,0.4768026219351864
4622,"the unexplored story opportunities of "" punch-drunk love "" may have worked against the maker's minimalist intent but it is an interesting exercise by talented writer/director anderson . ",1,0,0.6131190690411278
4623," "" punch-drunk love "" is a little like a chocolate milk moustache . . . ",1,0,0.6923304933112433
4625,the beauty of the piece is that it counts heart as important as humor . ,1,0,0.6392621185066073
4628,while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo . . . broad streaks of common sense emerge with unimpeachable clarity . ,1,0,0.6868488122307665
4630,a marvel of production design . ,1,0,0.6622420230656807
4632,"good actors have a radar for juicy roles -- there's a plethora of characters in this picture , and not one of them is flat . ",1,0,0.6925481584616509
4633,"though in some ways similar to catherine breillat's fat girl , rain is the far superior film . ",1,0,0.6894774295475278
4634,"is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief . ",1,0,0.6619176040697455
4635,"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it's an adventure story and history lesson all in one . ",1,0,0.690892617370118
4636,"colorful , energetic and sweetly whimsical . . . the rare sequel that's better than its predecessor . ",1,0,0.664516721337631
4637,reno himself can take credit for most of the movie's success . he's one of the few 'cool' actors who never seems aware of his own coolness . ,1,0,0.691044257707264
4640,a lot smarter than your average bond . ,1,0,0.31356464637833
4641," . . . bright , intelligent , and humanly funny film . ",1,0,0.6887347110079362
4642,"painful , horrifying and oppressively tragic , this film should not be missed . ",1,0,0.6924788753623397
4643,part of the film's cheeky charm comes from its vintage schmaltz . ,1,0,0.5549468875372932
4644,so unique and stubborn and charismatic that you want it to be better and more successful than it is . ,1,0,0.5360464917157335
4645,"i won't argue with anyone who calls 'slackers' dumb , insulting , or childish . . . but i laughed so much that i didn't mind . ",1,0,0.6915502183892523
4646,"it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications . ",1,0,0.5535087162503929
4647,"so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed . ",1,0,0.198828616376531
4650,"it's a drawling , slobbering , lovable run-on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack . ",1,0,0.6891269434561387
4652,nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure . ,1,0,0.691835027044094
4662,"while not quite "" shrek "" or monsters , inc . "" , it's not too bad . it's worth taking the kids to . ",1,0,0.6862917733705858
4663,in the end there is one word that best describes this film : honest . ,1,0,0.6772755444874372
4667,savvy director robert j . siegel and his co-writers keep the story subtle and us in suspense . ,1,0,0.5846259289380206
4672,"it's an exhilarating place to visit , this laboratory of laughter . ",1,0,0.3938542673440305
4673," "" simone "" is a fun and funky look into an artificial creation in a world that thrives on artificiality . ",1,0,0.6569210986219236
4675,"to some eyes this will seem like a recycling of clichés , an assassin's greatest hits . to others , it will remind them that hong kong action cinema is still alive and kicking . ",1,0,0.679378674728461
4679,"berling and béart . . . continue to impress , and isabelle huppert . . . again shows uncanny skill in getting under the skin of her characters . ",1,0,0.6911812653370966
4681,remarkable for its intelligence and intensity . ,1,0,0.6209492975468935
4685,a funny film . ,1,0,0.2976233039185123
4686," "" on guard ! "" won't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world's best actors , daniel auteuil , have a whale of a good time . ",1,0,0.6674464637605133
4689,that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy . ,1,0,0.6106436932020227
4690,"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii . ",1,0,0.6213199774925722
4691,like a poor man's you can count on me,1,0,0.45000006648775337
4692," . . . a solid , unassuming drama . ",1,0,0.6914575472759859
4693,a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili . ,1,0,0.6909361020253024
4695,"though the film is static , its writer-director's heart is in the right place , his plea for democracy and civic action laudable . ",1,0,0.6895892129920238
4696,"the real star of this movie is the score , as in the songs translate well to film , and it's really well directed . ",1,0,0.6748704270144446
4698,"my wife is an actress has its moments in looking at the comic effects of jealousy . in the end , though , it is only mildly amusing when it could have been so much more . ",1,0,0.6915224597372998
4699,"both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny . ",1,0,0.6243739697882458
4700,"humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way . ",1,0,0.691985741284773
4703,"for the most part , the film does hold up pretty well . ",1,0,0.6493535931106952
4704,together [time out and human resources] establish mr . cantet as france's foremost cinematic poet of the workplace . ,1,0,0.6784841758624214
4705,the filmmaker's heart is in the right place . . . ,1,0,0.6856261850068457
4706,you can take the grandkids or the grandparents and never worry about anyone being bored . . . audience is a sea of constant smiles and frequent laughter . ,1,0,0.6333632484627358
4707,like these russo guys lookin' for their mamet instead found their sturges . ,1,0,0.6770072512195116
4709,there has been a string of ensemble cast romances recently . . . but peter mattei's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note . ,1,0,0.6552860992549209
4710,"by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject . ",1,0,0.6926751686458368
4713,puts to rest any thought that the german film industry cannot make a delightful comedy centering on food . ,1,0,0.6151075289669778
4717,"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen . ",1,0,0.6782483702314122
4719," . . . it's as comprehensible as any dummies guide , something even non-techies can enjoy . ",1,0,0.5148994085303444
4721,"moretti . . . is the rare common-man artist who's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness . ",1,0,0.691565431284769
4722,"the movie's captivating details are all in the performances , from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster . ",1,0,0.6773397707405073
4724,"precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family . anyone else seen this before ? ",1,0,0.6510775908378863
4725,"moore provides an invaluable service by sparking debate and encouraging thought . better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . ",1,0,0.6897301696746536
4727,a cutesy romantic tale with a twist . ,1,0,0.6309982740207556
4730,more sophisticated and literate than such pictures usually are . . . an amusing little catch . ,1,0,0.6318738397420158
4732,"with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work . ",1,0,0.6802990491143204
4734," . . . even if you've never heard of chaplin , you'll still be glued to the screen . ",1,0,0.6097561567635214
4735,you have enough finely tuned acting to compensate for the movie's failings . ,1,0,0.5467390634721602
4737,"although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing . ",1,0,0.6887195110729866
4738,"the story that emerges has elements of romance , tragedy and even silent-movie comedy . ",1,0,0.690772050798384
4739,"[ "" safe conduct "" ] is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . viva le resistance ! ",1,0,0.6884008852453906
4740,it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times : to save their children and yet to lose them . ,1,0,0.67763377394105
4742,martyr gets royally screwed and comes back for more . ,1,0,0.5895705792467003
4743,a virtual roller-coaster ride of glamour and sleaze . ,1,0,0.5525540630570325
4748,"may not be a breakthrough in filmmaking , but it is unwavering and arresting . ",1,0,0.6931470743958048
4749,the film's images give a backbone to the company and provide an emotional edge to its ultimate demise . ,1,0,0.5983020442129412
4751,"the locations go from stark desert to gorgeous beaches . the story plays out slowly , but the characters are intriguing and realistic . ",1,0,0.6279596538524246
4752,count on his movie to work at the back of your neck long after you leave the theater . ,1,0,0.588944546087582
4753,neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . ,1,0,0.5958986473525127
4754,"the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen is like nothing we westerners have seen before . ",1,0,0.6519913672608393
4756,"try as you might to scrutinize the ethics of kaufman's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment . ",1,0,0.5519705130886028
4759,"evokes the style and flash of the double-cross that made mamet's "" house of games "" and last fall's "" heist "" so much fun . ",1,0,0.6369696054919283
4762,a lot more dimensional and complex than its sunny disposition would lead you to believe . ,1,0,0.6733626485081141
4765,"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal . ",1,0,0.6923113457483947
4768,"grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",1,0,0.6501577727973298
4769,"conceptually brilliant . . . plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown . ",1,0,0.4809575895673774
4774,a damn fine and a truly distinctive and a deeply pertinent film . ,1,0,0.6930645583475288
4775,"still rapturous after all these years , cinema paradiso stands as one of the great films about movie love . ",1,0,0.6930877321717457
4776,reggio and glass put on an intoxicating show . ,1,0,0.6503987886977727
4777,"macdowell . . . gives give a solid , anguished performance that eclipses nearly everything else she's ever done . ",1,0,0.6922349200196671
4778,"the thing about guys like evans is this : you're never quite sure where self-promotion ends and the truth begins . but as you watch the movie , you're too interested to care . ",1,0,0.6854480514568607
4779,i liked a lot of the smaller scenes . ,1,0,0.6870984045400164
4780,the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses . ,1,0,0.6804457369013059
4784,it may . . . work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns . ,1,0,0.6911836670383633
4785,"one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then . ",1,0,0.6880533993868623
4786,this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked . ,1,0,0.679088032578625
4788,"apart from anything else , this is one of the best-sustained ideas i have ever seen on the screen . ",1,0,0.6548179141983161
4790,elling builds gradually until you feel fully embraced by this gentle comedy . ,1,0,0.6122153007275756
4796,"some body will take you places you haven't been , and also places you have . ",1,0,0.5682429988331587
4797,vereté has a whip-smart sense of narrative bluffs . ,1,0,0.6466914937244814
4798,"parts of the film feel a bit too much like an infomercial for ram dass's latest book aimed at the boomer demographic . but mostly it's a work that , with humor , warmth , and intelligence , captures a life interestingly lived . ",1,0,0.6754960477067455
4799,"were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich's world traveler might have been one of the more daring and surprising american movies of the year . ",1,0,0.6738737653999728
4801,"graphic sex may be what's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake . ",1,0,0.6921193159434464
4804,both damning and damned compelling . ,1,0,0.5716458765903242
4807,"what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map . ",1,0,0.6856532399072961
4809,"both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter . ",1,0,0.6929195485960489
4811,"the unique niche of self-critical , behind-the-scenes navel-gazing kaufman has carved from orleans' story and his own infinite insecurity is a work of outstanding originality . ",1,0,0.6438867027513699
4813,consistently clever and suspenseful . ,1,0,0.5142398321698874
4815,"the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill . ",1,0,0.6850505739468972
4819,weighty and ponderous but every bit as filling as the treat of the title . ,1,0,0.662180374854457
4820,"a real audience-pleaser that will strike a chord with anyone who's ever waited in a doctor's office , emergency room , hospital bed or insurance company office . ",1,0,0.6931395330866446
4825, . . . quite good at providing some good old fashioned spooks . ,1,0,0.3484238454750397
4826,"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best . ",1,0,0.6839511793238491
4827,scherfig's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky . ,1,0,0.6151248301016777
4828,"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship . ",1,0,0.6903982351169127
4831,"you've already seen city by the sea under a variety of titles , but it's worth yet another visit . ",1,0,0.25916773300511187
4832,"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors . ",1,0,0.6541013778249523
4835,"a powerful , chilling , and affecting study of one man's dying fall . ",1,0,0.47521394271454676
4837,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment . ",1,0,0.6075622208558606
4838, . . . a good film that must have baffled the folks in the marketing department . ,1,0,0.6533767259027594
4839," . . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality . ",1,0,0.6911354064814212
4841,a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds . ,1,0,0.6317195824043977
4843,"the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish . ",1,0,0.6915321488382464
4844,"the performances are immaculate , with roussillon providing comic relief . ",1,0,0.5427315226620426
4848,"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for things to happen . ",1,0,0.6930106584368985
4849,one of the best looking and stylish animated movies in quite a while . . . ,1,0,0.6616732691262812
4850,"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff . ",1,0,0.6909382127638443
4852,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . ",1,0,0.6677763884711372
4856,"if not a home run , then at least a solid base hit . ",1,0,0.681047554669389
4859,"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding . ",1,0,0.6876950417919219
4861,"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth . ",1,0,0.6812038145980444
4862,"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks . ",1,0,0.6577435974966597
4863,[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll . ,1,0,0.6699645807407087
4872,an intimate contemplation of two marvelously messy lives . ,1,0,0.6057043341572049
4873,"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day . ",1,0,0.32672510045903935
4874,this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party . ,1,0,0.4597249193424896
4875,poignant if familiar story of a young person suspended between two cultures . ,1,0,0.5638639998496842
4878,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to . ,1,0,0.6607086620471163
4879,"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority . ",1,0,0.6930312513253314
4880,"despite its faults , gangs excels in spectacle and pacing . ",1,0,0.6713202380832589
4881,entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together . ,1,0,0.5509599121843499
4882,"a tightly directed , highly professional film that's old-fashioned in all the best possible ways . ",1,0,0.6421165345121879
4886,"buy is an accomplished actress , and this is a big , juicy role . ",1,0,0.6923754237941013
4887,it works its magic with such exuberance and passion that the film's length becomes a part of its fun . ,1,0,0.6931415886521004
4888,"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people . ",1,0,0.6914459222531867
4889,an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore . ,1,0,0.692848667181081
4890,charlotte sometimes is a gem . it's always enthralling . ,1,0,0.5886968993213019
4891,"in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable sequel . ",1,0,0.6135341769512396
4892,a remarkable film by bernard rose . ,1,0,0.43139166719868427
4893,"zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does . ",1,0,0.6899718883487201
4894,"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production . ",1,0,0.6893750149924409
4899,[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it . ,1,0,0.690893746748845
4902,"an involving , inspirational drama that sometimes falls prey to its sob-story trappings . ",1,0,0.6367428431245805
4903,some of the most inventive silliness you are likely to witness in a movie theatre for some time . ,1,0,0.5324838474373155
4905,"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending . ",1,0,0.6883490990585025
4906,"everyone's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships . ",1,0,0.6486437062811012
4908,full of surprises . ,1,0,0.6884047502522403
4911,"an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture . ",1,0,0.6035371106766665
4914,exceptionally well acted by diane lane and richard gere . ,1,0,0.6918658132166087
4916,"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ",1,0,0.686853123381102
4917,miller has crafted an intriguing story of maternal instincts and misguided acts of affection . ,1,0,0.6787548229886713
4918,one of the most exciting action films to come out of china in recent years . ,1,0,0.5980914127372765
4919,"this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi . ",1,0,0.5334143358704209
4921,"tunney , brimming with coltish , neurotic energy , holds the screen like a true star . ",1,0,0.6931365814411806
4923,"[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful . ",1,0,0.35845722677608055
4925,the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife . ,1,0,0.6183190964712875
4926,"like the series , the movie is funny , smart , visually inventive , and most of all , alive . ",1,0,0.6433421828184747
4928,you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both . ,1,0,0.4704865653989483
4929,"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned . ",1,0,0.6663596013142427
4930,"time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation . ",1,0,0.5624534545904522
4931,"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year . ",1,0,0.6401025676998866
4932,"maryam is a small film , but it offers large rewards . ",1,0,0.688035935795253
4933,"a highly watchable , giggly little story with a sweet edge to it . ",1,0,0.43992578208450406
4934,the most consistently funny of the austin powers films . ,1,0,0.6019104454374894
4935,"ana's journey is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be proud of her rubenesque physique . . . ",1,0,0.5796441201091802
4942,"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham . ",1,0,0.5555146811373619
4945,"williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity . ",1,0,0.4878673875121312
4946,"if you're in the right b-movie frame of mind , it may just scare the pants off you . ",1,0,0.6929042175709678
4948,both a detective story and a romance spiced with the intrigue of academic skullduggery and politics . ,1,0,0.5018967201096557
4951,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together . ",1,0,0.6658710996458733
4952,"spielberg's picture is smarter and subtler than [total recall and blade runner] , although its plot may prove too convoluted for fun-seeking summer audiences . ",1,0,0.6880189437723523
4953,"it's got all the familiar bruckheimer elements , and schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas . ",1,0,0.4597637952727477
4955,"dense , exhilarating documentary . ",1,0,0.6925372917420329
4959,ramsay and morton fill this character study with poetic force and buoyant feeling . ,1,0,0.6506857267047966
4960,this submarine drama earns the right to be favorably compared to das boot . ,1,0,0.6596427982795363
4964,"like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea's recent past and south korea's future adds a much needed moral weight . ",1,0,0.5144550393728043
4965,"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen . ",1,0,0.6278810389535892
4967,"mike white's deft combination of serious subject matter and dark , funny humor make "" "" the good girl "" a film worth watching . ",1,0,0.5510634882848762
4968,this is a shrewd and effective film from a director who understands how to create and sustain a mood . ,1,0,0.5988125850548572
4971,"as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and believable . ",1,0,0.5751343954484999
4976,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing . ,1,0,0.6896055157654064
4978,"this quiet , introspective and entertaining independent is worth seeking . ",1,0,0.46227212402701534
4985,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling . ",1,0,0.6889684294665965
4986,"for those who like quirky , slightly strange french films , this is a must ! ",1,0,0.6930344204554031
4988,"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision . ",1,0,0.6640324217081321
4989,a whale of a good time for both children and parents seeking christian-themed fun . ,1,0,0.6651493939764413
4992,the story is smart and entirely charming in intent and execution . ,1,0,0.39582544430304073
4998,"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good . ",1,0,0.6689621954073215
4999,a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . ,1,0,0.6157082330230439
5000,it's about issues most adults have to face in marriage and i think that's what i liked about it -- the real issues tucked between the silly and crude storyline . ,1,0,0.6743457440176643
5002,enriched by a strong and unforced supporting cast . ,1,0,0.3331706053237353
5004,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected gravity to blade ii . ",1,0,0.6828222685485714
5005,"not a strike against yang's similarly themed yi yi , but i found what time ? to be more engaging on an emotional level , funnier , and on the whole less detached . ",1,0,0.659258604025102
5008,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly moving . ",1,0,0.5002612065835546
5010,"[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene . ",1,0,0.680555750504654
5012,the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality . ,1,0,0.6044765182222539
5013, . . . a quietly introspective portrait of the self-esteem of employment and the shame of losing a job . . . ,1,0,0.6447967030051284
5015,a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold . ,1,0,0.6882579592771874
5017,"saved from being merely way-cool by a basic , credible compassion . ",1,0,0.6920527432132977
5018,"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history . ",1,0,0.6930440104051856
5019,"gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western . ",1,0,0.6751967813621114
5020,"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",1,0,0.6217503936305727
5021,there has to be a few advantages to never growing old . like being able to hit on a 15-year old when you're over 100 . ,1,0,0.6924783392538096
5023,"like kissing jessica stein , amy's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor . ",1,0,0.6726160231847084
5024,the lady and the duke is eric rohmer's economical antidote to the bloated costume drama,1,0,0.643873720917717
5026,a small gem from belgium . ,1,0,0.5854002728201659
5028,a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . ,1,0,0.5809861684579789
5029,the most ingenious film comedy since being john malkovich . ,1,0,0.6816554398229473
5039,jason patric and ray liotta make for one splendidly cast pair . ,1,0,0.45977285236440435
5041,"starts slowly , but adrien brody  in the title role  helps make the film's conclusion powerful and satisfying . ",1,0,0.6931351795278713
5043,nothing short of a masterpiece -- and a challenging one . ,1,0,0.6926143850560953
5044,"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other . ",1,0,0.48265640625825573
5045,"this amiable picture talks tough , but it's all bluster -- in the end it's as sweet as greenfingers . . . ",1,0,0.6724464577732625
5046,"this is one of mr . chabrol's subtlest works , but also one of his most uncanny . ",1,0,0.6403232921021467
5048,"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy . ",1,0,0.6536293363815342
5051,"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record . ",1,0,0.5319537503345089
