index,text,score,fold
6036,a well made indieflick in need of some trims and a more chemistry between its stars . ,-1,0
6046,"witless , pointless , tasteless and idiotic . ",-1,0
6047,"not really a thriller so much as a movie for teens to laugh , groan and hiss at . ",-1,0
6048,as plain and pedestrian as catsup--,-1,0
6050,"i know we're not supposed to take it seriously , but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary . ",-1,0
6052,a picture as erratic as its central character . ,-1,0
6054,the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ,-1,0
6058,all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling . ,-1,0
6063,[a] rather thinly-conceived movie . ,-1,0
6066,kapur's contradictory feelings about his material result in a movie that works against itself . ,-1,0
6067," "" the road paved with good intentions leads to the video store "" ",-1,0
6075,"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture . ",-1,0
6083,the film's overall mood and focus is interesting but constantly unfulfilling . ,-1,0
6088,"from beginning to end , this overheated melodrama plays like a student film . ",-1,0
6092,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma . ",-1,0
6093,"in trying to be daring and original , it comes off as only occasionally satirical and never fresh . ",-1,0
6095,"sadly , though many of the actors throw off a spark or two when they first appear , they can't generate enough heat in this cold vacuum of a comedy to start a reaction . ",-1,0
6097,"after a while , hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial . ",-1,0
6099,it's drab . it's uninteresting . it squanders chan's uniqueness ; it could even be said to squander jennifer love hewitt ! ,-1,0
6100,the movie keeps coming back to the achingly unfunny phonce and his several silly subplots . ,-1,0
6101,"this tale has been told and retold ; the races and rackets change , but the song remains the same . ",-1,0
6106,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . ",-1,0
6110,the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative . ,-1,0
6113,"for all its violence , the movie is remarkably dull with only caine making much of an impression . ",-1,0
6114,"no matter how firmly director john stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make . ",-1,0
6115,a sub-formulaic slap in the face to seasonal cheer . ,-1,0
6119,"hill looks to be going through the motions , beginning with the pale script . ",-1,0
6121,the best thing that can be said of the picture is that it does have a few cute moments . ,-1,0
6123,an already thin story boils down to surviving invaders seeking an existent anti-virus . if only there were one for this kind of movie . ,-1,0
6127,"watching queen of the damned is like reading a research paper , with special effects tossed in . ",-1,0
6132,leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion . ,-1,0
6133,"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . ",-1,0
6150,"the film wasn't preachy , but it was feminism by the book . ",-1,0
6156,"supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over . ",-1,0
6158,"when you resurrect a dead man , hard copy should come a-knocking , no ? ",-1,0
6159,"cattaneo should have followed the runaway success of his first film , the full monty , with something different . ",-1,0
6165,how this one escaped the lifetime network i'll never know . ,-1,0
6168,"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ",-1,0
6172,this is a film living far too much in its own head . ,-1,0
6175,the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles . ,-1,0
6177,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls . ,-1,0
6187,an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . ,-1,0
6194,the innocence of holiday cheer ain't what it used to be . ,-1,0
6198,"it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b . s . one another and put on a show in drag . ",-1,0
6200,"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop . ",-1,0
6201,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading . ",-1,0
6206,"reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass's dirgelike score becomes a fang-baring lullaby . ",-1,0
6208,ends up offering nothing more than the latest schwarzenegger or stallone flick would . ,-1,0
6213," . . . a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i can't believe any viewer , young or old , would have a good time here . ",-1,0
6214,"has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal's overweight and out of shape . ",-1,0
6215,a pathetically inane and unimaginative cross between xxx and vertical limit . ,-1,0
6216,"impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act . ",-1,0
6217,"feels at times like a giant commercial for universal studios , where much of the action takes place . ",-1,0
6221,"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness . ",-1,0
6222,"the movie , while beautiful , feels labored , with a hint of the writing exercise about it . ",-1,0
6225,the film has a childlike quality about it . but the feelings evoked in the film are lukewarm and quick to pass . ,-1,0
6227,"it's not a film to be taken literally on any level , but its focus always appears questionable . ",-1,0
6230,the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers . ,-1,0
6232,"there's a delightfully quirky movie to be made from curling , but brooms isn't it . ",-1,0
6242,this thing is just garbage . ,-1,0
6248,"if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? ) , or see some interesting storytelling devices , you might want to check it out , but there's nothing very attractive about this movie . ",-1,0
6250,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible . ,-1,0
6254,"with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering . . . may put off insiders and outsiders alike . ",-1,0
6257," . . . unlike [scorsese's mean streets] , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot . ",-1,0
6259,"a few hours after you've seen it , you forget you've been to the movies . ",-1,0
6261,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . ",-1,0
6265,it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them . ,-1,0
6267,nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises . ,-1,0
6272, . . . delivers few moments of inspiration amid the bland animation and simplistic story . ,-1,0
6279,about one in three gags in white's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook . ,-1,0
6282,"if jews were catholics , this would be catechism",-1,0
6284,the big ending surprise almost saves the movie . it's too bad that the rest isn't more compelling . ,-1,0
6285,"charming , if overly complicated . . . ",-1,0
6291,"for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown . ",-1,0
6292,constantly slips from the grasp of its maker . ,-1,0
6303,"at the one-hour mark , herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion . ",-1,0
6304, . . . too contrived to be as naturally charming as it needs to be . ,-1,0
6310,"mr . goyer's loose , unaccountable direction is technically sophisticated in the worst way . ",-1,0
6311,the movie is so thoughtlessly assembled . ,-1,0
6312,"benigni presents himself as the boy puppet pinocchio , complete with receding hairline , weathered countenance and american breckin meyer's ridiculously inappropriate valley boy voice . ",-1,0
6317,"producer john penotti surveyed high school students . . . and came back with the astonishing revelation that "" they wanted to see something that didn't talk down to them . "" ignoring that , he made swimfan anyway",-1,0
6322,a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise . ,-1,0
6323,"an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality . ",-1,0
6330,you get the impression that writer and director burr steers knows the territory . . . but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools . ,-1,0
6335,sex with strangers will shock many with its unblinking frankness . but what is missing from it all is a moral . what is the filmmakers' point ? why did they deem it necessary to document all this emotional misery ? ,-1,0
6340,draggin' about dragons,-1,0
6352," . . . an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you'll wonder if lopez's publicist should share screenwriting credit . ",-1,0
6356,lame sweet home leaves no southern stereotype unturned . ,-1,0
6357,"slow , dry , poorly cast , but beautifully shot . ",-1,0
6358,"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious . ",-1,0
6363,the movie is a lumbering load of hokum but . . . it's at least watchable . ,-1,0
6366,the first fatal attraction was vile enough . do we really need the tiger beat version ? ,-1,0
6381,director roger michell does so many of the little things right that it's difficult not to cuss him out severely for bungling the big stuff . ,-1,0
6385,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",-1,0
6398,it's hard to believe these jokers are supposed to have pulled off four similar kidnappings before . ,-1,0
6400,cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes . ,-1,0
6402,"the bottom line , at least in my opinion , is imposter makes a better short story than it does a film . ",-1,0
6410,nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks . ,-1,0
6416,"we hate [madonna] within the film's first five minutes , and she lacks the skill or presence to regain any ground . ",-1,0
6422,"too stagey , talky -- and long -- for its own good . ",-1,0
6424,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,-1,0
6427, . . . little more than a well-acted television melodrama shot for the big screen . ,-1,0
6429,an unintentionally surreal kid's picture . . . in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode . ,-1,0
6430,"first , for a movie that tries to be smart , it's kinda dumb . and second , what's with all the shooting ? ",-1,0
6433,this is the kind of movie that gets a quick release before real contenders arrive in september . ,-1,0
6434,"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . ",-1,0
6438,an average b-movie with no aspirations to be anything more . ,-1,0
6451,a dreary movie . ,-1,0
6453,"instead of contriving a climactic hero's death for the beloved-major- character-who-shall- remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens' laser guns actually hit something for once ? ",-1,0
6465,i'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring . ,-1,0
6467," . . . an hour-and-a-half of inoffensive , unmemorable filler . ",-1,0
6468,is it a comedy ? a drama ? a romance ? a cartoon ? ,-1,0
6469,"ze movie starts out so funny , then she is nothing . ",-1,0
6472,has a customarily jovial air but a deficit of flim-flam inventiveness . ,-1,0
6476,"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces . ",-1,0
6478,"starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter . ",-1,0
6487,"the very definition of what critics have come to term an "" ambitious failure . "" ",-1,0
6490,worthy of the gong . ,-1,0
6491,"while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey . ",-1,0
6496,"comes across as a relic from a bygone era , and its convolutions . . . feel silly rather than plausible . ",-1,0
6505," "" bad "" is the operative word for "" bad company , "" and i don't mean that in a good way . ",-1,0
6508,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well . ,-1,0
6513,"merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women's expense . ",-1,0
6515,traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill . ,-1,0
6518,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes . ",-1,0
6519,aggressive self-glorification and a manipulative whitewash . stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory . ,-1,0
6524,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers . ",-1,0
6525,"this one is certainly well-meaning , but it's also simple-minded and contrived . ",-1,0
6528,a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie . ,-1,0
6530,"the impulses that produced this project . . . are commendable , but the results are uneven . ",-1,0
6533,"there's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish . ",-1,0
6543,"wes craven's presence is felt ; not the craven of 'a nightmare on elm street' or 'the hills have eyes , ' but the sad schlock merchant of 'deadly friend . '",-1,0
6549,"skip this dreck , rent animal house and go back to the source . ",-1,0
6550,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time . ",-1,0
6552,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull . ,-1,0
6560,a bore that tends to hammer home every one of its points . ,-1,0
6564,completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage . ,-1,0
6578,the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal . ,-1,0
6587,this is a movie where the most notable observation is how long you've been sitting still . ,-1,0
6589,"it's super- violent , super-serious and super-stupid . ",-1,0
6590,"so earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script . ",-1,0
6591,"just a string of stale gags , with no good inside dope , and no particular bite . ",-1,0
6592,it's splash without the jokes . ,-1,0
6593,"the château would have been benefited from a sharper , cleaner script before it went in front of the camera . not to mention a sharper , cleaner camera lens . ",-1,0
6595,"morrissette has performed a difficult task indeed - he's taken one of the world's most fascinating stories and made it dull , lifeless , and irritating . ",-1,0
6600,"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original . ",-1,0
6603,"though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted . ",-1,0
6604,a technical triumph and an extraordinary bore . ,-1,0
6609,"a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem . ",-1,0
6614,the young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient . ,-1,0
6616,"i highly recommend irwin , but not in the way this film showcases him . ",-1,0
6617,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure . ",-1,0
6626,"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism . ",-1,0
6627,gets bogged down by an overly sillified plot and stop-and-start pacing . ,-1,0
6628,utter mush . . . conceited pap . ,-1,0
6630,"like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six . ",-1,0
6634,hard-core slasher aficionados will find things to like . . . but overall the halloween series has lost its edge . ,-1,0
6637,too many improbabilities and rose-colored situations temper what could've been an impacting film . ,-1,0
6641,ever see one of those comedies that just seem like a bad idea from frame one ? ,-1,0
6645,"in the end , all you can do is admire the ensemble players and wonder what the point of it is . ",-1,0
6647,"while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw . ",-1,0
6651,"as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous . ",-1,0
6653,"with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . he fails . ",-1,0
6660,the comedy is nonexistent . ,-1,0
6673,"the director , with his fake backdrops and stately pacing , never settles on a consistent tone . ",-1,0
6675,"instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust . ",-1,0
6676,the director seems to take an unseemly pleasure in [the characters'] misery and at the same time to congratulate himself for having the guts to confront it . ,-1,0
6678,"the movie doesn't think much of its characters , its protagonist , or of us . ",-1,0
6681,"made me feel uneasy , even queasy , because [solondz's] cool compassion is on the border of bemused contempt . ",-1,0
6683,"with minimal imagination , you could restage the whole thing in your bathtub . ",-1,0
6687,friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans . ,-1,0
6691,the corpse count ultimately overrides what little we learn along the way about vicarious redemption . ,-1,0
6692,"as violent , profane and exploitative as the most offensive action flick you've ever seen . ",-1,0
6696,"despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying there",-1,0
6697,believability wasn't one of the film's virtues . ,-1,0
6708,a movie that can't get sufficient distance from leroy's delusions to escape their maudlin influence . ,-1,0
6714,"in the new guy , even the bull gets recycled . ",-1,0
6715, . . . overly melodramatic . . . ,-1,0
6716,"largely , this is a movie that also does it by the numbers . ",-1,0
6719,this is the first full scale wwii flick from hong kong's john woo . he's not good with people . ,-1,0
6725," . . . generically , forgettably pleasant from start to finish . ",-1,0
6726,it's just hard to believe that a life like this can sound so dull . ,-1,0
6727,"when not wallowing in its characters' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems . ",-1,0
6731,"this one is a few bits funnier than malle's dud , if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks . ",-1,0
6740,"too intensely focused on the travails of being hal hartley to function as pastiche , no such thing is hartley's least accessible screed yet . ",-1,0
6741,"kenneth branagh's energetic sweet-and-sour performance as a curmudgeonly british playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in los angeles . ",-1,0
6742,"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , cannot overcome blah characters . ",-1,0
6748,a little weak -- and it isn't that funny . ,-1,0
6751,"despite the pyrotechnics , narc is strictly by the book . ",-1,0
6753,cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility . ,-1,0
6756,one suspects that craven endorses they simply because this movie makes his own look much better by comparison . ,-1,0
6757,gere gives a good performance in a film that doesn't merit it . ,-1,0
6758,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make . ,-1,0
6763,"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers . ",-1,0
6766," . . . a movie that , quite simply , shouldn't have been made . ",-1,0
6768,looks and feels like a low-budget hybrid of scarface or carlito's way . ,-1,0
6774,"while the film is competent , it's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires . ",-1,0
6776,"it's harmless , diverting fluff . but it's hard to imagine a more generic effort in the genre . ",-1,0
6778,comedy troupe broken lizard's first movie is very funny but too concerned with giving us a plot . ,-1,0
6780,"a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness . ",-1,0
6781,"it's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt . ",-1,0
6790,"i'm sure the filmmaker would disagree , but , honestly , i don't see the point . it's a visual rorschach test and i must have failed . ",-1,0
6793,clare peploe's airless movie adaptation could use a little american pie-like irreverence . ,-1,0
6795,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer . ,-1,0
6803,"the screenplay by james eric , james horton and director peter o'fallon . . . is so pat it makes your teeth hurt . ",-1,0
6804,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg's adaptation of mary gaitskill's harrowing short story . . . is a brilliantly played , deeply unsettling experience . ",-1,0
6806,seems like something american and european gay movies were doing 20 years ago . ,-1,0
6812,the real question this movie poses is not 'who ? ' but 'why ? ',-1,0
6815,a movie in which laughter and self-exploitation merge into jolly soft-porn 'empowerment . ',-1,0
6819,alternative medicine obviously has its merits . . . but ayurveda does the field no favors . ,-1,0
6821,it follows the basic plot trajectory of nearly every schwarzenegger film : someone crosses arnie . arnie blows things up . ,-1,0
6826,"laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it's extremely hard to relate to any of the characters . ",-1,0
6828,"barney's ideas about creation and identity don't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour's worth of actual material . ",-1,0
6842,"fincher takes no apparent joy in making movies , and he gives none to the audience . ",-1,0
6848,there are just too many characters saying too many clever things and getting into too many pointless situations . where's the movie here ? ,-1,0
6852,buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr . chips off the old block . ,-1,0
6855,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ",-1,0
6859,"the script kicks in , and mr . hartley's distended pace and foot-dragging rhythms follow . ",-1,0
6860,"[e]ventually , every idea in this film is flushed down the latrine of heroism . ",-1,0
6867,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",-1,0
6869,"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",-1,0
6882,"it's another video movie photographed like a film , with the bad lighting that's often written off as indie film naturalism . ",-1,0
6884,i got a headache watching this meaningless downer . ,-1,0
6886,too much of the humor falls flat . ,-1,0
6887,detox is ultimately a pointless endeavor . ,-1,0
6890,"very special effects , brilliantly bold colors and heightened reality can't hide the giant achilles' heel in "" stuart little 2 "" : there's just no story , folks . ",-1,0
6893," "" roger michell ( "" notting hill "" ) directs a morality thriller . "" ",-1,0
6894,"it's dumb , but more importantly , it's just not scary . ",-1,0
6898,"there's just no currency in deriding james bond for being a clichéd , doddering , misogynistic boy's club . ",-1,0
6904,this movie is maddening . it conveys a simple message in a visual style that is willfully overwrought . ,-1,0
6906,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",-1,0
6912,"even in this less-than-magic kingdom , reese rules . ",-1,0
6921,"it's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",-1,0
6922,a by-the-numbers effort that won't do much to enhance the franchise . ,-1,0
6923,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,-1,0
6925,"it's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ",-1,0
6926,it appears that something has been lost in the translation to the screen . ,-1,0
6928,shrewd but pointless . ,-1,0
6936,"a working class "" us vs . them "" opera that leaves no heartstring untugged and no liberal cause unplundered . ",-1,0
6937,"if the movie succeeds in instilling a wary sense of 'there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",-1,0
6938,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",-1,0
6946,"try as i may , i can't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , 'thank you ! ' when leguizamo finally plugged an irritating character late in the movie . ",-1,0
6947,"while it's nice to watch a movie that hasn't been focus-grouped into tedium , yu's cinematic alchemy produces nearly as much lead as gold . ",-1,0
6951,a valueless kiddie paean to pro basketball underwritten by the nba . ,-1,0
6954,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,-1,0
6957,almost gags on its own gore . ,-1,0
6962,"in the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like "" girl in bar #3 . "" ",-1,0
6968,"you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this . ",-1,0
6969,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",-1,0
6970,chokes on its own depiction of upper-crust decorum . ,-1,0
6973,while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy . ,-1,0
6987,"uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",-1,0
6989,the plot convolutions ultimately add up to nothing more than jerking the audience's chain . ,-1,0
6990,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,-1,0
6991,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,-1,0
6999,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they're being streamed over a 28k modem . ",-1,0
7006,this is nothing but familiar territory . ,-1,0
7007,"in execution , this clever idea is far less funny than the original , killers from space . ",-1,0
7008,"one of the more irritating cartoons you will see this , or any , year . ",-1,0
7010,"too slow , too long and too little happens . ",-1,0
7013,"utterly lacking in charm , wit and invention , roberto benigni's pinocchio is an astonishingly bad film . ",-1,0
7018,"even on those rare occasions when the narrator stops yammering , miller's hand often feels unsure . ",-1,0
7021,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie . ",-1,0
7036,"in exactly 89 minutes , most of which passed as slowly as if i'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",-1,0
7038,i'd have to say the star and director are the big problems here . ,-1,0
7042,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",-1,0
7049,"it's not that kung pow isn't funny some of the time -- it just isn't any funnier than bad martial arts movies are all by themselves , without all oedekerk's impish augmentation . ",-1,0
7051,not an objectionable or dull film ; it merely lacks everything except good intentions . ,-1,0
7056,"all the amped-up tony hawk-style stunts and thrashing rap-metal can't disguise the fact that , really , we've been here , done that . ",-1,0
7058,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,-1,0
7060,"a perplexing example of promise unfulfilled , despite many charming moments . ",-1,0
7064,"doesn't offer much besides glib soullessness , raunchy language and a series of brutal set pieces . . . that raise the bar on stylized screen violence . ",-1,0
7068,"but the power of these [subjects] is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film's narrative . ",-1,0
7069,rarely has so much money delivered so little entertainment . ,-1,0
7074,a string of rehashed sight gags based in insipid vulgarity . ,-1,0
7078,"an unpredictable blend of gal-pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer/director john mckay can swallow . ",-1,0
7080," "" the time machine "" is a movie that has no interest in itself . it doesn't believe in itself , it has no sense of humor",-1,0
7083,"a morose little soap opera about three vapid , insensitive people who take turns hurting each other . it's a feature-length adaptation of one of those "" can this marriage be saved ? "" columns from ladies home journal . . . ",-1,0
7086,"it's about following your dreams , no matter what your parents think . socrates motions for hemlock . ",-1,0
7090,it's hard to know whether or not to recommend this film because for every thing it does right there's at least one and occasionally two things it gets ever so wrong . ,-1,0
7093,"star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",-1,0
7097,"i'm guessing the director is a magician . after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . ",-1,0
7099,the script is a dim-witted pairing of teen-speak and animal gibberish . ,-1,0
7101,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",-1,0
7107,this movie seems to have been written using mad-libs . there can be no other explanation . hilariously inept and ridiculous . ,-1,0
7117,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss , there isn't a redeeming moment here . ",-1,0
7124,"there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ",-1,0
7127,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",-1,0
7134,"stealing harvard is evidence that the farrelly bros . -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green's half-hearted movie career . ",-1,0
7135,"there seems to be no clear path as to where the story's going , or how long it's going to take to get there . ",-1,0
7139,"slapstick buffoonery can tickle many a preschooler's fancy , but when it costs a family of four about $40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",-1,0
7141,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,-1,0
7147,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",-1,0
7149,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",-1,0
7150,"in its own way , joshua is as blasphemous and nonsensical as a luis buñuel film without the latter's attendant intelligence , poetry , passion , and genius . ",-1,0
7154,"it cannot be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . yes , dull . ",-1,0
